Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,Neighborhood,HouseStyle,RoofStyle,Exterior1st,KitchenQual,HeatingQC,CentralAir,SaleCondition,SalePrice,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Garage Yr Blt,Garage Cars,Garage Area
104,5629,5,8,1965,731,2800,4,2,2,1,220,6,2,Mitchel,SLvl,Flat,BrkFace,Gd,Gd,N,Partial,626525,108.0,5629.0,5.0,1965,,442.0,1097.0,731.0,835,1701,2800,1,2,2,6,1966.0,1,220.0
105,12032,6,4,1954,1717,3118,1,2,0,0,25,7,0,Mitchel,1Story,Gable,VinylSd,Fa,Fa,Y,Abnorml,743086,,,6.0,1954,1973.0,14.0,587.0,1717.0,1516,1410,3118,2,2,0,7,1954.0,0,25.0
106,4849,5,7,1979,2359,1906,5,3,0,2,476,11,1,Sawyer,1.5Fin,Hip,VinylSd,Gd,Fa,N,Normal,612150,114.0,4849.0,5.0,1979,1991.0,41.0,35.0,2359.0,2451,185,1906,0,3,0,11,1979.0,2,476.0
107,15489,8,9,2002,611,1828,4,2,2,3,721,7,2,OldTown,SLvl,Gable,CemntBd,Fa,Fa,Y,Family,756194,94.0,15489.0,8.0,2002,2021.0,23.0,1028.0,611.0,1210,583,1828,2,2,2,7,2003.0,3,721.0
108,11355,6,8,1960,1842,4069,3,1,2,1,233,7,3,NAmes,1Story,Gable,CemntBd,Gd,Fa,Y,Partial,890749,114.0,11355.0,6.0,1960,1967.0,485.0,1665.0,1842.0,1571,56,4069,0,1,2,7,1961.0,1,233.0
109,3502,6,6,1965,1961,4345,2,2,1,1,361,6,2,Sawyer,SLvl,Flat,Wd Sdng,TA,TA,N,Family,874587,91.0,3502.0,6.0,1965,1980.0,328.0,1429.0,1961.0,1559,791,4345,2,2,1,6,,1,361.0
110,6231,10,8,1976,1518,1881,4,1,2,1,257,6,2,Sawyer,1.5Fin,Gable,MetalSd,TA,Gd,N,Abnorml,704758,86.0,6231.0,10.0,1976,1994.0,394.0,1380.0,1518.0,2103,101,1881,2,1,2,6,1976.0,1,257.0
111,14061,7,10,2012,1887,1289,6,3,0,1,359,11,1,NAmes,1Story,Gable,VinylSd,Ex,Fa,Y,Abnorml,686145,68.0,14061.0,7.0,2012,2016.0,295.0,881.0,1887.0,2184,333,1289,2,3,0,11,2014.0,1,359.0
112,7948,3,6,2014,1867,2128,1,4,2,3,664,3,3,NAmes,1Story,Flat,Wd Sdng,TA,Ex,,Abnorml,676606,57.0,7948.0,3.0,2014,2021.0,135.0,1651.0,1867.0,1976,1748,2128,0,4,2,3,2014.0,3,664.0
113,6156,5,6,1974,2156,1633,3,3,1,0,95,8,3,Edwards,2Story,Hip,VinylSd,Ex,Ex,N,Family,563274,105.0,6156.0,5.0,1974,1988.0,333.0,,2156.0,1030,1171,1633,2,3,1,8,1975.0,0,95.0
114,18597,3,3,1971,338,2647,4,3,2,0,135,6,1,Edwards,SLvl,Hip,VinylSd,Ex,TA,Y,Abnorml,623462,103.0,18597.0,3.0,1971,1991.0,107.0,219.0,338.0,841,1597,2647,2,3,2,6,1972.0,0,135.0
115,3513,6,5,2000,315,1825,2,2,2,3,833,8,2,Sawyer,2Story,Flat,VinylSd,TA,Ex,Y,Family,599316,,3513.0,6.0,2000,2008.0,392.0,197.0,,1261,438,1825,0,2,2,8,2000.0,3,
116,5490,8,9,1991,121,3197,3,4,1,1,311,9,3,Sawyer,2Story,Flat,CemntBd,Fa,Ex,N,Abnorml,840349,46.0,5490.0,8.0,1991,2005.0,292.0,1073.0,121.0,759,1755,3197,2,4,1,9,1993.0,1,311.0
117,5408,4,7,1969,1556,3515,6,2,2,3,741,10,0,CollgCr,1Story,Hip,BrkFace,TA,TA,Y,Abnorml,735629,54.0,5408.0,4.0,1969,1977.0,213.0,304.0,1556.0,2035,453,3515,0,2,2,10,1969.0,3,741.0
118,9140,9,10,2021,2272,2698,4,1,0,0,90,10,0,NridgHt,SLvl,Gable,Wd Sdng,Fa,Fa,Y,Abnorml,898403,59.0,9140.0,9.0,2021,2021.0,316.0,493.0,,2099,1325,2698,1,1,0,10,2021.0,0,90.0
119,8556,9,5,1967,1101,1833,3,4,0,0,42,8,2,Sawyer,1.5Fin,Hip,VinylSd,TA,TA,Y,Family,675346,120.0,8556.0,9.0,1967,1981.0,327.0,393.0,1101.0,2288,461,1833,2,4,0,8,1968.0,0,42.0
120,9407,10,4,1967,1247,627,4,3,2,3,744,9,2,Sawyer,2Story,Hip,Wd Sdng,Gd,Fa,N,Abnorml,565026,60.0,9407.0,10.0,1967,1976.0,15.0,1269.0,1247.0,1050,1387,627,0,3,2,9,1969.0,3,744.0
121,13457,7,10,2023,992,1934,4,3,1,2,469,10,1,OldTown,1Story,Flat,BrkFace,Gd,Fa,N,Normal,770755,94.0,13457.0,7.0,2023,2040.0,254.0,1078.0,992.0,2001,423,1934,1,3,1,10,2023.0,2,469.0
122,19361,5,7,1980,1034,3297,2,4,1,0,114,8,3,Sawyer,SLvl,Flat,VinylSd,TA,Ex,Y,Abnorml,862092,116.0,19361.0,5.0,1980,1985.0,455.0,516.0,1034.0,2315,551,3297,2,4,1,8,1982.0,0,114.0
123,14632,5,3,2022,1636,3682,3,4,0,0,25,7,1,Edwards,SLvl,Hip,BrkFace,Fa,Gd,N,Normal,911130,48.0,14632.0,5.0,2022,2024.0,321.0,1669.0,1636.0,741,1334,3682,1,4,0,7,2024.0,0,25.0
124,6425,7,9,1960,475,4005,6,2,1,2,527,11,1,,1.5Fin,Hip,VinylSd,Fa,Fa,N,Normal,823453,89.0,6425.0,7.0,1960,1974.0,279.0,725.0,475.0,2079,838,4005,2,2,1,11,1960.0,2,527.0
125,4464,4,3,1993,447,3373,2,2,2,1,361,5,2,Sawyer,SLvl,Gable,BrkFace,Gd,Gd,N,Family,670502,88.0,4464.0,4.0,1993,2004.0,148.0,547.0,447.0,2342,1051,3373,0,2,2,5,1994.0,1,361.0
126,9465,10,9,1999,18,3486,2,2,1,0,147,4,1,NridgHt,1.5Fin,Gable,BrkFace,Ex,TA,N,Partial,904063,116.0,9465.0,10.0,1999,2017.0,328.0,1628.0,18.0,560,41,3486,1,2,1,4,2000.0,0,147.0
127,15734,9,4,1994,1441,4063,4,2,2,2,597,10,0,OldTown,1.5Fin,Gable,MetalSd,TA,Ex,Y,Partial,1042044,99.0,15734.0,9.0,1994,2003.0,489.0,812.0,1441.0,1186,1770,4063,1,2,2,10,1996.0,2,597.0
128,7632,9,9,1967,2354,2171,4,2,1,4,1057,7,1,Mitchel,1.5Fin,Gable,MetalSd,TA,Fa,Y,Partial,758930,107.0,7632.0,,1967,1987.0,154.0,161.0,2354.0,2152,1598,2171,1,2,1,7,1968.0,4,1057.0
129,18879,5,6,1999,2300,2670,6,4,1,3,766,11,3,OldTown,1Story,Flat,VinylSd,Gd,TA,Y,Partial,865109,72.0,18879.0,5.0,1999,2012.0,247.0,764.0,2300.0,1379,1571,2670,1,4,1,11,2000.0,3,
130,12459,5,10,2022,2028,2851,5,1,2,0,68,11,2,NAmes,SLvl,Flat,MetalSd,Fa,Ex,Y,Partial,816566,110.0,12459.0,5.0,2022,2030.0,125.0,831.0,2028.0,1057,1397,2851,2,1,2,11,2022.0,0,68.0
131,17736,7,8,1961,1798,4144,1,2,0,4,1056,5,3,OldTown,2Story,Gable,MetalSd,Ex,TA,N,Abnorml,989636,41.0,17736.0,7.0,1961,1975.0,412.0,940.0,1798.0,1572,18,4144,0,2,0,5,1963.0,4,1056.0
132,12589,7,7,2015,390,1155,4,1,1,1,399,7,1,OldTown,1.5Fin,Gable,BrkFace,Fa,Gd,N,Family,587371,54.0,12589.0,7.0,2015,2024.0,413.0,1157.0,390.0,630,970,1155,1,1,1,7,2017.0,1,
133,17810,4,4,2001,2111,3671,3,3,1,3,743,9,0,CollgCr,SLvl,Flat,Wd Sdng,Ex,Fa,Y,Family,905948,108.0,17810.0,4.0,2001,2007.0,350.0,498.0,2111.0,1038,270,3671,0,3,1,9,2001.0,3,743.0
134,19210,7,8,1986,1383,2841,5,2,2,3,747,7,0,CollgCr,SLvl,Gable,VinylSd,Gd,Fa,N,Normal,849421,74.0,19210.0,7.0,1986,1998.0,207.0,1427.0,1383.0,1958,1325,2841,2,2,2,7,1988.0,3,747.0
135,9629,5,7,1970,1122,982,6,3,1,0,95,9,0,Sawyer,1.5Fin,Flat,MetalSd,Fa,Ex,Y,Normal,447870,83.0,9629.0,5.0,1970,1985.0,152.0,462.0,1122.0,2496,354,982,0,3,1,9,1972.0,0,95.0
136,18624,4,5,1978,2127,3385,4,1,0,2,470,9,1,Mitchel,1Story,Gable,BrkFace,,Ex,Y,Partial,823877,54.0,18624.0,4.0,1978,1981.0,232.0,614.0,2127.0,1680,1231,3385,0,1,0,9,1980.0,2,470.0
137,12805,5,9,1967,585,880,5,1,2,1,332,9,1,OldTown,SLvl,Flat,BrkFace,Gd,Ex,Y,Abnorml,478817,77.0,12805.0,5.0,1967,1974.0,37.0,1400.0,585.0,1785,1640,880,2,1,2,9,1967.0,1,332.0
138,7035,9,8,2004,1288,3840,2,2,1,0,63,8,2,NAmes,1.5Fin,Gable,CemntBd,Gd,Fa,N,Normal,939975,95.0,7035.0,9.0,2004,2016.0,352.0,1695.0,1288.0,657,17,3840,1,2,1,8,2005.0,0,63.0
139,19216,9,4,1980,2046,3213,5,1,2,0,92,9,1,Sawyer,SLvl,Hip,CemntBd,Gd,Fa,Y,Normal,923959,60.0,19216.0,9.0,1980,1998.0,30.0,1736.0,2046.0,1516,458,3213,2,1,2,9,1981.0,0,92.0
140,5212,3,7,1977,163,4378,1,4,2,2,600,7,3,Sawyer,SLvl,Gable,CemntBd,Gd,TA,Y,Partial,810115,98.0,5212.0,3.0,1977,1988.0,80.0,165.0,163.0,1432,516,4378,1,4,2,7,1979.0,2,600.0
141,19754,6,5,2018,1338,2200,5,1,1,3,721,7,1,CollgCr,SLvl,Gable,BrkFace,Ex,TA,Y,Normal,774584,40.0,19754.0,6.0,2018,2036.0,225.0,1338.0,1338.0,1546,1245,2200,2,1,1,7,2019.0,3,721.0
142,7496,3,5,2013,1420,2742,5,3,0,2,472,9,0,NAmes,1.5Fin,Hip,Wd Sdng,Ex,TA,Y,Family,710947,73.0,7496.0,3.0,2013,2022.0,212.0,,1420.0,1237,1648,2742,0,3,0,9,2013.0,2,472.0
143,19737,8,3,2013,2321,1283,3,2,1,0,146,5,1,NAmes,1Story,Gable,MetalSd,Ex,Fa,N,Family,697852,,19737.0,8.0,2013,2022.0,247.0,,2321.0,613,625,1283,1,2,1,5,2014.0,0,146.0
144,8864,3,9,1978,1318,1616,4,3,1,0,146,8,0,NAmes,2Story,Gable,CemntBd,Ex,Fa,Y,Family,505135,62.0,8864.0,3.0,1978,1978.0,237.0,1555.0,1318.0,1523,1459,1616,2,3,1,8,1978.0,0,146.0
145,13180,8,4,2020,1870,632,3,2,1,4,957,9,1,Mitchel,1.5Fin,Flat,BrkFace,Gd,Gd,Y,Normal,662242,104.0,13180.0,8.0,2020,2032.0,104.0,64.0,1870.0,2259,1452,632,2,2,1,9,2022.0,4,957.0
146,3783,6,8,1951,1372,605,6,4,2,2,466,9,1,Sawyer,SLvl,Gable,MetalSd,TA,Ex,Y,Abnorml,437180,53.0,3783.0,6.0,1951,1959.0,174.0,191.0,1372.0,1660,1316,605,2,4,2,9,1951.0,2,466.0
147,16535,8,10,1960,2378,991,5,2,2,3,679,11,0,Sawyer,2Story,Gable,Wd Sdng,TA,TA,N,Partial,627204,120.0,16535.0,8.0,1960,1960.0,310.0,,2378.0,841,563,991,1,2,2,11,1960.0,3,679.0
148,17835,7,6,1959,830,1157,5,1,0,0,42,10,3,NridgHt,SLvl,Gable,CemntBd,TA,Gd,N,Partial,535465,78.0,17835.0,7.0,1959,1977.0,73.0,776.0,830.0,1253,867,1157,0,1,0,10,1959.0,0,42.0
149,11683,4,4,1970,1246,3984,6,1,0,2,477,8,1,NridgHt,SLvl,Flat,VinylSd,TA,TA,Y,Normal,806290,104.0,11683.0,4.0,1970,1971.0,160.0,772.0,1246.0,822,771,3984,2,1,0,8,1972.0,2,477.0
150,17817,6,4,2009,417,3892,2,1,0,0,56,5,1,Sawyer,1.5Fin,Flat,VinylSd,TA,Ex,Y,Normal,885696,117.0,17817.0,6.0,2009,2028.0,441.0,1131.0,417.0,1022,1744,3892,2,1,0,5,2010.0,0,56.0
151,17530,5,4,1992,501,774,4,1,0,4,990,9,3,NAmes,SLvl,Flat,BrkFace,Gd,TA,Y,Abnorml,526216,65.0,17530.0,5.0,1992,2007.0,367.0,974.0,501.0,2083,714,774,0,1,0,9,1993.0,4,990.0
152,12170,10,5,1954,1006,3251,3,4,1,4,1002,5,0,Somerst,SLvl,Gable,BrkFace,Gd,Gd,Y,Family,908301,59.0,12170.0,10.0,1954,1963.0,163.0,114.0,1006.0,710,940,3251,0,4,1,5,1954.0,4,1002.0
153,14767,10,10,1994,2316,2657,3,4,1,1,226,7,1,NAmes,1.5Fin,Gable,BrkFace,TA,Gd,Y,Normal,936945,87.0,14767.0,10.0,1994,2001.0,375.0,1304.0,2316.0,2331,516,2657,0,4,1,7,1994.0,1,226.0
154,10902,7,3,1978,2358,4067,4,3,0,1,280,10,2,NridgHt,1Story,Flat,Wd Sdng,Gd,Gd,N,Partial,920887,60.0,10902.0,7.0,1978,1997.0,440.0,19.0,2358.0,1675,446,4067,0,3,0,10,1979.0,1,280.0
155,19070,3,4,1957,952,3064,2,1,2,3,660,6,1,OldTown,1.5Fin,Flat,MetalSd,TA,Ex,Y,Abnorml,711464,109.0,19070.0,3.0,1957,1968.0,176.0,1439.0,952.0,1880,955,3064,2,1,2,6,1959.0,3,660.0
156,7641,4,8,1959,1530,3485,6,4,2,0,86,10,2,OldTown,2Story,Flat,BrkFace,Fa,TA,Y,Partial,740426,107.0,7641.0,4.0,1959,1966.0,499.0,350.0,1530.0,1980,618,3485,2,4,2,10,1959.0,0,86.0
157,8745,9,7,1987,521,1327,6,1,2,4,980,12,0,OldTown,1.5Fin,Flat,MetalSd,Ex,Fa,Y,Partial,659391,40.0,8745.0,9.0,1987,2007.0,204.0,,521.0,736,1386,1327,1,1,2,12,,4,980.0
158,5549,6,8,1990,687,3205,1,3,1,0,67,4,1,CollgCr,1.5Fin,Hip,VinylSd,Ex,Ex,N,Family,767949,116.0,5549.0,6.0,1990,1996.0,66.0,1023.0,687.0,967,1066,3205,2,3,1,4,1990.0,0,67.0
159,16751,5,9,2013,1551,2038,5,4,0,3,807,8,1,Mitchel,1Story,Gable,Wd Sdng,Ex,TA,N,Normal,746613,81.0,16751.0,5.0,2013,2032.0,389.0,1731.0,1551.0,2017,1688,2038,2,4,0,8,2013.0,3,807.0
160,14200,5,9,1970,307,2840,1,3,2,4,1003,3,3,OldTown,SLvl,Gable,VinylSd,Ex,TA,Y,Abnorml,767567,102.0,,5.0,1970,1978.0,189.0,888.0,307.0,1542,1277,2840,0,3,2,3,1970.0,4,1003.0
161,11692,7,7,1980,392,803,4,4,0,0,92,6,3,CollgCr,1.5Fin,Flat,CemntBd,Fa,Gd,Y,Normal,511794,42.0,11692.0,7.0,1980,1984.0,263.0,1320.0,392.0,505,813,803,1,4,0,6,1982.0,0,92.0
162,8597,7,4,2010,473,1863,4,4,1,2,463,10,3,OldTown,1.5Fin,Hip,Wd Sdng,Gd,Fa,Y,Partial,704515,54.0,8597.0,7.0,2010,2030.0,287.0,1606.0,,590,1197,1863,0,4,1,10,2012.0,2,463.0
163,18239,7,6,1984,2311,852,2,1,0,2,578,7,1,NAmes,SLvl,Flat,BrkFace,Fa,Gd,N,Partial,580933,86.0,18239.0,7.0,1984,1987.0,54.0,678.0,2311.0,2258,209,852,2,1,0,7,1985.0,2,578.0
164,15936,3,5,1965,1839,1308,2,2,0,1,230,7,0,Sawyer,2Story,Flat,MetalSd,TA,TA,Y,Normal,491375,79.0,,3.0,1965,1985.0,163.0,,1839.0,2267,15,1308,2,2,0,7,1967.0,1,230.0
165,16020,8,7,2016,1876,4356,1,4,0,3,698,4,0,CollgCr,1Story,Hip,CemntBd,TA,Fa,N,Family,1132212,70.0,16020.0,8.0,2016,2036.0,123.0,1757.0,1876.0,525,1047,4356,2,4,0,4,2018.0,3,698.0
166,18911,10,3,1972,1128,2250,2,4,0,3,744,5,0,Mitchel,1.5Fin,Hip,VinylSd,TA,TA,N,Partial,810764,47.0,18911.0,10.0,1972,1973.0,238.0,195.0,1128.0,1000,1356,2250,1,4,0,5,,3,744.0
167,6218,6,5,1988,1814,3770,3,3,2,3,814,5,1,Mitchel,2Story,Hip,BrkFace,TA,Ex,Y,Normal,886987,70.0,6218.0,6.0,1988,,62.0,1081.0,1814.0,594,1727,3770,0,3,2,5,1989.0,3,814.0
168,19606,9,5,2017,2329,718,2,2,0,0,63,4,3,NAmes,1.5Fin,Flat,MetalSd,TA,TA,N,Family,716553,112.0,19606.0,9.0,2017,,136.0,87.0,2329.0,1466,1719,718,1,2,0,4,2017.0,0,63.0
169,7059,3,6,1997,2002,3033,4,2,1,4,1021,8,2,OldTown,1.5Fin,Flat,VinylSd,TA,Ex,N,Normal,738660,50.0,7059.0,3.0,1997,1998.0,230.0,470.0,2002.0,1245,766,3033,2,2,1,8,1997.0,4,1021.0
170,10022,6,6,1976,1102,3268,4,1,2,0,121,7,1,NAmes,2Story,Hip,CemntBd,TA,TA,N,Family,739515,50.0,10022.0,6.0,1976,1994.0,126.0,432.0,1102.0,1284,1149,3268,2,1,2,7,1976.0,0,
171,18040,7,6,2009,1237,3373,5,4,2,0,1,11,2,Somerst,1.5Fin,Flat,VinylSd,Fa,Ex,N,Partial,946477,102.0,18040.0,7.0,2009,2020.0,72.0,1777.0,1237.0,2384,1325,3373,0,4,2,11,2010.0,0,1.0
172,13654,7,7,1988,771,1214,5,2,0,4,983,9,1,NAmes,SLvl,Hip,Wd Sdng,Fa,Fa,N,Normal,622198,48.0,13654.0,7.0,1988,1992.0,49.0,1417.0,771.0,807,1216,1214,0,2,0,9,1988.0,4,983.0
173,9223,8,6,2018,1948,4313,6,3,2,2,483,12,1,Somerst,1Story,Hip,MetalSd,TA,Gd,N,Normal,1051043,108.0,9223.0,8.0,2018,2020.0,25.0,1160.0,1948.0,866,1247,4313,0,3,2,12,2020.0,2,483.0
174,14641,6,7,2003,1357,2122,3,3,1,0,120,5,0,Mitchel,2Story,Flat,VinylSd,Fa,TA,N,Normal,688262,56.0,14641.0,6.0,2003,2012.0,148.0,973.0,1357.0,2407,578,2122,0,3,1,5,2005.0,0,120.0
175,7501,6,8,2002,2332,4257,4,2,1,1,240,9,2,OldTown,1.5Fin,Flat,VinylSd,Ex,Fa,N,Abnorml,996951,56.0,7501.0,6.0,2002,2012.0,484.0,555.0,2332.0,2466,611,4257,2,2,1,9,2003.0,1,240.0
176,8524,5,10,1961,530,3116,4,4,1,3,782,9,0,NAmes,2Story,Flat,Wd Sdng,Ex,TA,Y,Normal,751765,100.0,8524.0,5.0,1961,,196.0,95.0,530.0,2256,1401,3116,1,4,1,9,1963.0,3,782.0
177,3135,6,6,1994,1278,1128,1,4,2,4,958,4,0,NAmes,1.5Fin,Hip,BrkFace,TA,Fa,Y,Partial,574224,110.0,3135.0,6.0,1994,1999.0,442.0,152.0,1278.0,572,221,1128,0,4,2,4,1994.0,4,958.0
178,14771,6,5,2001,78,1535,2,2,0,0,150,8,1,CollgCr,1.5Fin,Flat,VinylSd,Fa,TA,Y,Normal,603738,61.0,14771.0,6.0,2001,2007.0,315.0,1401.0,78.0,1632,986,1535,0,2,0,8,2001.0,0,150.0
179,6542,3,3,1964,1707,2419,4,1,2,2,561,7,1,NAmes,1.5Fin,Hip,VinylSd,TA,Gd,N,Normal,561004,73.0,6542.0,3.0,1964,1968.0,214.0,574.0,1707.0,2144,130,2419,0,1,2,7,1965.0,2,561.0
180,6857,7,4,1963,2038,1413,5,2,1,4,931,9,3,Somerst,2Story,Gable,CemntBd,Fa,Gd,N,Partial,585800,107.0,6857.0,7.0,1963,1980.0,127.0,1112.0,2038.0,2371,688,1413,2,2,1,9,1965.0,4,931.0
181,3089,3,4,1964,2351,3340,4,2,0,4,899,6,2,Edwards,SLvl,Hip,Wd Sdng,Fa,Ex,Y,Abnorml,698404,117.0,3089.0,3.0,1964,1975.0,492.0,1154.0,2351.0,1962,566,3340,2,2,0,6,1964.0,4,899.0
182,12521,8,8,2004,474,989,1,1,0,1,304,5,3,Somerst,1Story,Hip,Wd Sdng,Gd,Ex,N,Family,598515,94.0,12521.0,8.0,2004,2020.0,443.0,1347.0,474.0,2016,1311,989,0,1,0,5,2006.0,1,304.0
183,11907,9,10,2003,683,1063,2,1,0,0,106,8,3,Mitchel,2Story,Flat,BrkFace,TA,Ex,Y,Family,649296,67.0,11907.0,9.0,2003,2019.0,461.0,67.0,683.0,1842,665,1063,2,1,0,8,,0,106.0
184,6700,9,10,1955,259,1671,6,3,0,4,1027,12,1,NridgHt,1Story,Hip,MetalSd,Fa,TA,N,Abnorml,631376,109.0,6700.0,9.0,1955,1963.0,81.0,367.0,259.0,1358,1764,1671,1,3,0,12,1955.0,4,1027.0
185,4788,3,5,2014,1922,4089,4,2,0,3,742,7,2,Somerst,1Story,Flat,MetalSd,Fa,Fa,Y,Normal,893965,65.0,4788.0,3.0,2014,2019.0,416.0,1741.0,1922.0,959,567,4089,2,2,0,7,2014.0,3,742.0
186,17555,10,4,2013,1831,1894,1,4,2,0,26,6,3,NAmes,1Story,Gable,CemntBd,TA,Gd,N,Partial,848907,79.0,17555.0,10.0,2013,2021.0,167.0,644.0,1831.0,1159,534,1894,2,4,2,6,2014.0,0,26.0
187,4778,6,10,1992,2294,3743,5,4,2,2,555,7,0,Edwards,1Story,Hip,Wd Sdng,TA,TA,Y,Normal,904476,91.0,4778.0,6.0,1992,2007.0,478.0,32.0,2294.0,1008,1343,3743,0,4,2,7,1992.0,2,555.0
188,19135,5,9,1963,1041,3102,2,2,0,3,715,7,1,NridgHt,1Story,Hip,VinylSd,Ex,Fa,N,Abnorml,788576,87.0,19135.0,5.0,1963,1972.0,295.0,424.0,1041.0,1352,1456,3102,1,2,0,7,1964.0,3,715.0
189,3142,3,9,2024,1978,4386,5,2,2,4,924,8,0,Sawyer,1.5Fin,Flat,BrkFace,Fa,Gd,N,Family,939071,96.0,3142.0,3.0,2024,2034.0,369.0,1202.0,1978.0,2375,1334,4386,2,2,2,8,2026.0,4,924.0
190,12639,10,5,1967,1690,3067,6,3,2,4,960,12,1,Edwards,2Story,Flat,Wd Sdng,TA,Gd,Y,Partial,937177,106.0,12639.0,10.0,1967,1970.0,160.0,295.0,1690.0,1975,611,3067,0,3,2,12,1969.0,4,960.0
191,6781,8,10,2024,2337,4461,6,4,2,4,953,11,0,CollgCr,1Story,Hip,MetalSd,Ex,Ex,Y,Partial,1174165,97.0,6781.0,8.0,2024,2038.0,97.0,1540.0,2337.0,1155,385,4461,1,4,2,11,2025.0,4,953.0
192,8273,7,7,1968,254,3428,3,2,2,0,91,8,0,Edwards,SLvl,Gable,CemntBd,TA,Ex,N,Family,740588,55.0,8273.0,7.0,1968,1970.0,390.0,1680.0,254.0,1055,307,3428,0,2,2,8,1969.0,0,91.0
193,13245,3,3,1982,831,3141,4,2,2,2,590,10,1,Edwards,1.5Fin,Hip,MetalSd,Ex,Gd,Y,Normal,705795,71.0,13245.0,3.0,1982,1986.0,81.0,1459.0,831.0,2191,1059,3141,0,2,2,10,1984.0,2,590.0
194,4331,9,7,2021,1082,1132,2,3,0,2,559,5,0,OldTown,1.5Fin,Flat,VinylSd,TA,Fa,N,Normal,662874,68.0,4331.0,9.0,2021,2028.0,255.0,1681.0,1082.0,659,1567,1132,2,3,0,5,2021.0,2,559.0
195,13415,6,5,2016,279,3820,5,2,1,4,1017,10,0,NridgHt,2Story,Gable,Wd Sdng,TA,TA,,Abnorml,937781,48.0,13415.0,6.0,2016,2028.0,263.0,815.0,279.0,1670,492,3820,2,2,1,10,2016.0,4,1017.0
196,18560,3,4,1994,1825,1584,6,2,0,2,537,8,3,Somerst,1.5Fin,Gable,CemntBd,TA,Fa,N,Normal,601942,83.0,18560.0,3.0,1994,2011.0,239.0,157.0,1825.0,1263,116,1584,1,2,0,8,1996.0,2,537.0
197,9308,8,4,1962,685,3767,5,1,2,0,53,8,3,CollgCr,2Story,Flat,BrkFace,Ex,Gd,,Family,850443,42.0,9308.0,,1962,1973.0,255.0,612.0,685.0,744,1649,3767,1,1,2,8,1963.0,0,53.0
198,13869,3,4,1959,222,1329,3,1,2,1,286,8,3,Mitchel,SLvl,Hip,Wd Sdng,Ex,Fa,Y,Normal,445700,115.0,13869.0,3.0,1959,1961.0,450.0,332.0,222.0,1528,1755,1329,1,1,2,8,1960.0,1,286.0
199,5072,3,4,1995,2059,1034,3,3,2,0,72,8,3,Sawyer,1Story,Hip,MetalSd,Gd,Gd,N,Partial,479129,110.0,5072.0,3.0,1995,2007.0,157.0,1154.0,2059.0,1878,1643,1034,0,3,2,8,1997.0,0,72.0
200,7721,7,8,1951,2267,4183,5,2,0,0,1,11,3,CollgCr,1.5Fin,Gable,Wd Sdng,Gd,Fa,Y,Abnorml,890489,69.0,7721.0,7.0,1951,1951.0,254.0,492.0,2267.0,2347,1658,4183,2,2,0,11,1951.0,0,1.0
201,10234,7,6,1964,742,3348,5,1,2,3,825,11,0,Somerst,1Story,Hip,VinylSd,Gd,Fa,N,Partial,754736,115.0,10234.0,7.0,1964,1972.0,11.0,1160.0,742.0,607,1228,3348,2,1,2,11,1965.0,3,825.0
202,10685,4,7,1958,792,1901,4,4,1,4,1048,8,1,NridgHt,1.5Fin,Hip,MetalSd,Ex,TA,Y,Abnorml,605024,68.0,10685.0,4.0,1958,1975.0,46.0,1709.0,792.0,867,827,1901,0,4,1,8,1958.0,4,1048.0
203,17290,7,8,1967,1358,4195,4,4,1,2,518,9,0,OldTown,1Story,Hip,MetalSd,Gd,TA,Y,Normal,958490,40.0,17290.0,7.0,1967,1970.0,483.0,1739.0,1358.0,957,1352,4195,0,4,1,9,1968.0,2,518.0
204,19619,3,9,1977,150,2859,3,4,2,1,313,8,1,Somerst,2Story,Hip,CemntBd,Ex,Fa,N,Normal,719073,,19619.0,3.0,1977,1991.0,201.0,796.0,150.0,2147,654,2859,1,4,2,8,,1,313.0
205,10827,5,5,2007,652,1333,5,2,2,3,751,7,1,Mitchel,2Story,Gable,Wd Sdng,TA,Gd,Y,Abnorml,594282,120.0,10827.0,5.0,2007,2018.0,258.0,1386.0,652.0,1556,1394,1333,2,2,2,7,2008.0,3,751.0
206,14837,9,10,2008,190,763,6,3,0,4,1042,10,2,,SLvl,Flat,BrkFace,TA,Ex,N,Family,650239,47.0,14837.0,9.0,2008,2016.0,234.0,1107.0,190.0,594,286,763,0,3,0,10,2010.0,4,1042.0
207,19920,9,8,1994,1994,3846,4,1,2,1,332,7,1,CollgCr,1.5Fin,Gable,MetalSd,Gd,Gd,N,Normal,1049356,69.0,19920.0,9.0,1994,2012.0,494.0,679.0,1994.0,2453,1477,3846,0,1,2,7,1995.0,1,332.0
208,10547,9,8,1964,1972,3365,4,4,0,4,921,9,0,Edwards,1Story,Gable,CemntBd,Gd,Gd,Y,Abnorml,907966,48.0,10547.0,9.0,1964,1976.0,123.0,786.0,1972.0,1321,52,3365,1,4,0,9,1966.0,4,921.0
